2322,A Little Life,Hanya Yanagihara,2015
2323,No Country for Old Men,Cormac McCarthy,2005
2324,Broken Glass,Alain Mabanckou,2005
2325,Die neuen Leiden des jungen W.,Ulrich Plenzdorf,1972
2326,The Clown,Heinrich Böll,1963
2327,South of the Border West of the Sun: A Novel,Haruki Murakami,1992
2328,The Animals' Conference,Erich Kästner,0
2329,The Good Person of Szechwan,Bertolt Brecht,1943
2330,The Day of the Jackal,Frederick Forsyth,1971
2331,Alberta empfängt einen Liebhaber,Birgit Vanderbeke,1997
2332,The Statement,Brian Moore,1995
2333,The Crossing,Cormac McCarthy,1994
2334,Der Fall Mauritius,Jakob Wassermann,1928
2335,Cities of the Plain,Cormac McCarthy,1998
2336,The Last Days of Mankind,Karl Kraus,1922
2337,The Hunting Gun,Yasushi Inoue,1949
2338,Success: Three Years in the Life of a Province,Lion Feuchtwanger,1930
2339,The Shadow of the Wind,Carlos Ruiz Zafon,2001
2340,Where I'm Calling From,Raymond Carver,1988
2341,Splendors and Miseries of Courtesans,Honore De Balzac,1847
2342,Shadows on the Hudson: A Novel,Isaac Bashevis Singer,1957
2343,Farewell My Lovely: A Novel,Raymond Chandler,1940
2344,Nathan the Wise,Gotthold Ephraim Lessing,1779
2345,Don Carlos: Infante of Spain a Drama in Five Acts,Friedrich Schiller,1787
2346,The Physicists,Friedrich Dürrenmatt,1962
2347,Betty Blue: The Story of a Passion,Philippe Djian,1985
2348,Castle Gripsholm,Kurt Tucholsky,1931
2349,Cat's Eye,Margaret Atwood,1988
2350,Little Fires Everywhere,Celeste Ng,2017
2351,The Secret Scripture,Sebastian Barry,2008
2352,Clockers,Richard Price,1992
2353,The Nickel Boys,Colson Whitehead,2019
2354,Edward Lear's Book of Nonsense,Edward Lear,1846
2355,Jonathan Strange and Mr Norrell,Susanna Clarke,2004
2356,A Sport and a Pastime,James Salter,1967
2357,Circe,Madeline Miller,2018
2358,Masterworks of the Classical Haida Mythtellers,Robert Bringhurst,2002
2359,The Public Burning,Robert Coover,1977
2360,Mystic River,Dennis Lehane,2001
2361,Nova Express,William S. Burroughs,1964
2362,The Ticket That Exploded,William S. Burroughs,1962
2363,The Soft Machine,William S. Burroughs,1961
2364,Say You’re One of Them,Uwem Akpan,2008
2365,Take It Or Leave It,Raymond Federman,1976
2366,Swamplandia!,Karen Russell,2011
2367,Black Water,Joyce Carol Oates,1992
2368,Words,Jacques Prévert,1946
2369,The Blue Lotus,Hergé,1936
2370,The Leavers,Lisa Ko,2017
2371,The Wife of Martin Guerre,Janet Lewis,1941
2372,Asterix the Gaul,Rene Goscinny,1961
2373,The Bald Soprano,Eugène Ionesco,1959
2374,The Abyss,Marguerite Yourcenar,1968
2375,The Rifles,William T. Vollmann,1994
2376,The Way of Kings,Brandon Sanderson,2010
2377,Wolf in White Van,John Darnielle,2014
2378,The Horseman on the Roof,Jean Giono,1951
2379,The Collected Stories of Amy Hempel,Amy Hempel,2006
2380,Dhalgren,Samuel R. Delany,1975
2381,The Water Dancer,Ta-Nehisi Coates,2019
2382,A Personal Matter,Kenzaburō Ōe,1964
2383,Thérèse Desqueyroux,François Mauriac,1927
2384,Entering Fire,Rikki Ducornet,1986
2385,The Fountains of Neptune,Rikki Ducornet,1992
2386,The Stain: A Novel,Rikki Ducornet,1984
2387,The Jade Cabinet,Rikki Ducornet,1993
2388,The Arrival,Shaun Tan,2006
2389,Mona Lisa Overdrive,William Gibson,1988
2390,Count Zero,William Gibson,1986
2391,How I Live Now,Meg Rosoff,2004
2392,Confusion,Stefan Zweig,1927
2393,William Trevor: The Collected Stories,William Trevor,2009
2394,The Eye in the Door,Pat Barker,1993
2395,The Night Circus,Erin Morgenstern,2011
2396,Runaway,Alice Munro,2004
2397,Lookout cartridge,Joseph McElroy,1974
2398,The House on Mango Street,Sandra Cisneros,1984
2399,Silence de la Mer,Vercors,1942
2400,A Mirror for Witches,Esther Forbes,1928
2401,Thursbitch,Alan Garner,2003
2402,Genoa: a telling of wonders,Paul C. Metcalf,1965
2403,Swing Time,Zadie Smith,2016
2404,Eva Luna,Isabel Allende,1985
2405,The Wise Man's Fear,Patrick Rothfuss,2011
2406,Double Or Nothing,Raymond Federman,1971
2407,Commonwealth,Ann Patchett,2016
2408,The Soul of Kindness,Elizabeth Taylor,1964
2409,The Joke,Milan Kundera,1967
2410,The Cannibal: Novel,John Hawkes,1949
2411,The Ghost,Robert Harris,2007
2412,Less Than Angels,Barbara Pym,1955
2413,Aurélien,Louis Aragon,1944
2414,The Destroyers,Christopher Bollen,2017
2415,Youth,J M Coetzee,2002
2416,Waiting to Exhale,Terry McMillan,1995
2417,The Satin Slipper,Paul Claudel,1929
2418,Wolf Brother,Michelle Paver,2004
2419,Boy Snow Bird,Helen Oyeyemi,2014
2420,The Resistible Rise of Arturo Ui,Bertolt Brecht,1941
2421,Friday,Michel Tournier,1967
2422,The Lesser Bohemians,Eimear McBride,2016
2423,If Nobody Speaks of Remarkable Things,Jon McGregor,2002
2424,The Night Manager,John le Carré,1993
2425,Always Coming Home,Ursula K. Le Guin,1985
2426,Fleshmarket Close,Ian Rankin,2004
2427,Drop City,T. Coraghessan Boyle,2003
2428,Red at the Bone,Jacqueline Woodson,2019
2429,Tendrils of Vines,Colette,1908
2430,Krik? Krak!,Edwidge Danticat,1995
2431,Capital of Pain,Paul Éluard,1926
2432,Martin Eden,Jack London,1909
2433,Ballad of the Salt Sea,Hugo Pratt,1926
2434,Life in the Far West,George Frederick Ruxton,1849
2435,Eileen,Ottessa Moshfegh,2015
2436,Staying Alive,Neil Astley,2003
2437,Riddley Walker,Russell Hoban,1980
2438,The Poppy War,R. F. Kuang,2018
2439,The Kindly One,Jonathan Littell,2006
2440,Go in Beauty,William Eastlake,1956
2441,Portrait of an Artist with 26 Horses,William Eastlake,1962
2442,The Bronc People,William Eastlake,1958
2443,The Franchiser,Stanley Elkin,1976
2444,The Wonderful Adventures of Nils,Selma Lagerlöf,1906
2445,Lady into Fox,David Garnett,1922
2446,The Martian Chronicles,Ray Bradbury,1950
2447,Skinny Legs and All,Tom Robbins,1990
2448,The PowerBook,Jeanette Winterson,2002
2449,The Incendiaries,R. O. Kwon,2018
2450,The Age of Wire and String,Ben Marcus,1995
2451,The Interrogation,J. M. G. Le Clezio,1963
2452,Blind Willow Sleeping Woman,Haruki Murakami,2006
2453,Tlooth,Harry Mathews,1966
2454,Tropisms,Nathalie Sarraute,1939
2455,Bowlaway,Elizabeth McCracken,2019
2456,War Music,Christopher Logue,2009
2457,The Damned Utd,David Peace,2006
2458,Matilda,Roald Dahl,1988
2459,An Absolutely Remarkable Thing,Hank Green,2018
2460,A Sight for Sore Eyes,Ruth Rendell,1998
2461,The Flight from the Enchanter,Iris Murdoch,1956
2462,Collected Poems of Michael Donaghy,Michael Donaghy,2009
2463,The Citadel of the Autarch,Gene Wolfe,1983
2464,The Claw Of The Conciliator,Gene Wolfe,1981
2465,The Shadow of the Torturer,Gene Wolfe,1980
2466,The Sword of the Lictor,Gene Wolfe,1982
2467,The Twelve Lives of Samuel Hawley,Hannah Tinti,2017
2468,Eustace and Hilda,L. P. Hartley,1944
2469,James and the Giant Peach,Roald Dahl,1961
2470,Legs,William Kennedy,1975
2471,Billy Phelan's Greatest Game,William Kennedy,1978
2472,Bright Lights Big City,Jay McInerney,1984
2473,The General of the Dead Army,Ismail Kadare,1963
2474,The Emperor's Children,Claire Messud,2006
2475,Go Down Moses,William Faulkner,1942
2476,The Tunnel,William H. Gass,1995
2477,Born Yesterday,Gordon Burn,2008
2478,Omensetter's Luck,William H. Gass,1966
2479,Who Fears Death,Nnedi Okorafor,2010
2480,Holes,Louis Sachar,1998
2481,The Enchantress of Florence,Salman Rushdie,2008
2482,The Strange Case of Peter the Lett,Georges Simenon,1931
2483,Darconville's Cat,Alexander Theroux,1981
2484,The Golden Apples,Eudora Welty,1949
2485,Up,Ronald Sukenick,1968
2486,A Home at the End of the World,Michael Cunningham,1990
2487,Yellow Back Radio Broke-Down,Ishmael Reed,1969
2488,An Untamed State,Roxane Gay,2014
2489,Furor and Mystery,René Char,1948
2490,Everything Ravaged Everything Burned,Wells Tower,2009
2491,The Ruins,Scott Smith,2006
2492,You Bright and Risen Angels,William T. Vollmann,1987
2493,No Orchids for Miss Blandish,James Hadley Chase,1939
2494,Close Range: Wyoming Stories,Annie Proulx,1999
2495,Blake and Mortimer,Edgar P. Jacobs,1946
2496,The Universal Baseball Association,Robert Coover,1968
2497,Creamy and Delicious,Steve Katz,1970
2498,Anything Is Possible,Elizabeth Strout,2017
2499,LaRose,Louise Erdrich,2016
2500,My Year of Rest and Relaxation,Ottessa Moshfegh,2018
2501,The Interestings,Meg Wolitzer,2013
2502,Second Thoughts,Michel Butor,1957
2503,Presumed Innocent,Scott Turow,1987
2504,District and Circle,Seamus Heaney,2006
2505,The Burden of Our Time,Hannah Arendt,1951
2506,More Than Human,Theodore Sturgeon,1951
2507,The Last Gentleman,Walker Percy,1966
2508,The Ocean at the End of the Lane,Neil Gaiman,2013
2509,Mulligan Stew,Gilbert Sorrentino,1979
2510,The Carhullan Army,Sarah Hall,2007
2511,The Rosy Crucifixion,Henry Miller,1949
2512,Kaaterskill Falls,Allegra Goodman,1998
2513,The Emperor's Babe,Bernardine Evaristo,2001
2514,Sudden Death,Alvaro Enrigue,2016
2515,Amers,Saint-John Perse,1957
2516,Easy Travel to Other Planets,Ted Mooney,1981
2517,Tours of the Black Clock,Steve Erickson,1989
2518,Gaston,André Franquin,1957
2519,Flight Behavior,Barbara Kingsolver,2012
2520,Practical Magic,Alice Hoffman,1996
2521,The Lost Leader,Mick Imlah,2008
2522,In Memoriam to Identity,Kathy Acker,1990
2523,The Position,Meg Wolitzer,2005
2524,Hogg,Samuel Delany,1996
2525,Native American Folktales,Thomas A. Green,0
2526,Injury Time,Beryl Bainbridge,1977
2527,Hard Times,Charles Dickens,1854
2528,The Hand That First Held Mine,Maggie O'Farrell,2010
2529,Music and Silence,Rose Tremain,1999
2530,The Taming of the Shrew,William Shakespeare,1592
2531,The Natural,Bernard Malamud,1952
2532,Picture Palace,Paul Theroux,1978
2533,Carter Beats The Devil,Glen David Gold,2001
2534,Extremely Loud and Incredibly Close,Jonathan Safran Foer,2005
2535,Thank You and Other Poems,Kenneth Koch,1962
2536,Elegies,Douglas Dunn,1985
2537,The Old Jest,Jennifer Johnston,1979
2538,Every Man for Himself,Beryl Bainbridge,1996
2539,The Story Of Edgar Sawtelle,David Wroblewski,2008
2540,Day,A. L. Kennedy,2007
2541,Selected Poems of Gabriela Mistral,Gabriela Mistral,1957
2542,The Three Hundred Tang Poems,China,1763
2543,Airships,Barry Hannah,1978
2544,Collected Poems 1912-1944,Hilda Doolittle,1944
2545,The Changeling,Joy Williams,1978
2546,Savages: A Novel,Don Winslow,2010
2547,The Cunning Man,Robertson Davies,1994
2548,Autobiography of an Ex-Colored Man,James Weldon Johnson,1912
2549,CivilWarLand in Bad Decline,George Saunders,1996
2550,Black Tickets,Jayne Anne Phillips,1979
2551,Kruger's Alp,Christopher Hope,1984
2552,The Invented Part,Rodrigo Fresán,2014
2553,The Complete Short Stories of Jack London,Jack London,1916
2554,Green Eggs and Ham,Dr. Seuss,1960
2555,The Epicure's Lament,Kate Christensen,2004
2556,Foliage: Or Poems Original and Translated,Leigh Hunt,1859
2557,Young Shoulders,John Wain,1982
2558,The Collected Works,Kahlil Gibran,1931
2559,Einstein's Dreams,Alan Lightman,1992
2560,Sexual Perversity in Chicago,David Mamet,1970
2561,Struwwelpeter Or Merry Rhymes and Funny Pictures...,Heinrich Hoffmann,1845
2562,The Destiny Waltz,Gerda Charles,1971
2563,A Sorrow Beyond Dreams,Peter Handke,1972
2564,The Sacred and Profane Love Machine,Iris Murdoch,1974
2565,Hagoromo: A Celestial Robe,Japan,1524
2566,Silver City,Maurice Leitch,1981
2567,Collected Short Stories of Saki,Saki,1916
2568,Behind of the Scenes at the Museum,Kate Atkinson,1995
2569,Hopeful Monsters,Nicholas Mosley,1990
2570,Henry IV Part I,William Shakespeare,1597
2571,The Hunting of the Snark: An Agony in Eight Fits,Lewis Carroll,1876
2572,English Passengers,Matthew Kneale,2000
2573,The Chymical Wedding,Lindsay Clarke,1989
2574,Searching for Caleb,Anne Tyler,1975
2575,The Dyskolos,Menander,-316
2576,The Chip Chip Gatherers,Shiva Naipaul,1973
2577,Pushcart Prize Anthology,Pushcart Prize,1976
2578,A Single Man,Christopher Isherwood,1964
2579,The Time Traveler's Wife,Audrey Niffenegger,2003
2580,The Tenderness of Wolves,Stef Penney,2006
2581,Brown Girl Brownstones,Paule Marshall,1959
2582,Spies,Michael Frayn,2002
2583,African Stories,Doris Lessing,1964
2584,Poor Things,Alasdair Gray,1992
2585,Restless,William Boyd,2006
2586,The Blazing World,Siri Hustvedt,2014
2587,Plainsong,Kent Haruf,1999
2588,The Child in Time,Ian McEwan,1987
2589, Kaspar and Other Plays,Peter Handke,1967
2590,On the Bus with Rosa Parks,Rita Dove,1999
2591,Bad Behavior: Stories,Mary Gaitskill,1988
2592,The Palm-Wine Drinkard,Amos Tutola,1952
2593,The Collected Poems of Audre Lorde,Audre Lorde,1997
2594,Dangerous Laughter,Steven Millhauser,2008
2595,The Yiddish Policemen's Union,Michael Chabon,2007
2596,Collected Stories of Peter Taylor,Peter Taylor,1971
2597,Rivers and Mountains,John Ashbery,1966
2598,Nog,Rudy Wurlitzer,1969
2599,The Queen of the Tambourine,Jane Gardam,1991
2600,Christina Rossetti: The Complete Poems,Christina Georgina Rossetti,1894
2601,The Sign of Four,Arthur Conan Doyle,1890
2602,The Ice Storm: A Novel,Rick Moody,1994
2603,The Professional,W. C. Heinz,1958
2604,Falling in Place,Ann Beattie,1981
2605,Maggie: A Girl of the Streets,Stephen Crane,1893
2606,Speedboat,Renata Adler,1976
2607,The Works of George Peele,George Peele,1596
2608,Blood Oranges,John Hawkes,1997
2609,The Coup,John Updike,1978
2610,The Lime Twig,John Hawkes,1961
2611,The Collected Short Stories of Maxim Gorky,Maxim Gorky,1936
2612,Saturday,Ian McEwan,2005
2613,Selected Poems,Andrew Marvell,1678
2614,The Terror,Dan Simmons,2007
2615,Wild at Heart: The Story of Sailor and Lula,Barry Gifford,1990
2616,The Comforts of Madness,Paul Sayer,1988
2617,The Merchant of Venice,William Shakespeare,1598
2618,The Children of Dynmouth,William Trevor,1976
2619,The Shawl,Cynthia Ozick,1989
2620,Flowering Judas and Other Stories,Katherine Anne Porter,1930
2621,Will You Please be Quiet Please?,Raymond Carver,1976
2622,City of Glass,Paul Auster,1985
2623,The Dharma Bums,Jack Kerouac,1958
2624,A Fan's Notes,Frederick Exley,1968
2625,Women,Charles Bukowski,1978
2626,Best Science Fiction Stories of H. G. Wells,H. G. Wells,1946
2627,Docherty,William McIlvanney,1975
2628,Apu Ollontay,Peru,1857
2629,Mythologies,Roland Barthes,1957
2630,Kabbalah,Unknown,1195
2631,Man in the Holocene,Max Frisch,1979
2632,Last Exit to Brooklyn,Hubert Selby,1964
2633,Theory of War,Joan Brady,1993
2634,Building Stories,Chris Ware,2012
2635,I Loved You More,Tom Spanbauer,2013
2636,Le Bateau Ivre,Arthur Rimbaud,1871
2637,The Collected Poems of Langston Hughes,Langston Hughes,1967
2638,Leading the Cheers,Justin Cartwright,1998
2639,The Diary of Anais Nin 1931-1934,Anaïs Nin,1934
2640,Twelve Bar Blues,Patrick Neate,2001
2641,Felicia's Journey,William Trevor,1994
2642,The Box Man,Kobo Abé,1947
2643,The Complete Stories,Zora Neale Hurston,1955
2644,Cheri,Colette,1920
2645,Geek Love: A Novel,Katherine Dunn,1989
2646,An Occurrence at Owl Creek Bridge,Ambrose Bierce,1890
2647,The Pearl,John Steinbeck,1947
2648,The Beginning of Spring,Penelope Fitzgerald,1988
2649,Home to Harlem,Claude McKay,1928
2650,Outside Over There,Maurice Sendak,1981
2651,The Spirit Level,Seamus Heaney,1996
2652,Landing Light,Don Paterson,2003
2653,The Book of Strange New Things,Michel Faber,2014
2654,Fools of Fortune,William Trevor,1983
2655,I etcetera,Susan Sontag,1978
2656,The Bird of Night,Susan Hill,1972
2657,The Tragical History of Doctor Faustus,Christopher Marlowe,1604
2658,The Oranging of America,Max Apple,1976
2659,Collected Poems of Frank O'Hara,Frank O'Hara,1971
2660,The Complete Poems of Marianne Moore,Marianne Moore,1958
2661,If: A Father's Advice to His Son,Rudyard Kipling,1910
2662,Poems: Selected and New 1950-1974,Adrienne Rich,1974
2663,The Pure and the Impure,Colette,1967
2664,Sybil: Or The Two Nations,Benjamin Disraeli,1845
2665,The Continental Op,Dashiell Hammett,1923
2666,The Voyage Out,Virginia Woolf,1915
2667,The History of Mr. Polly,H. G. Wells,1910
2668,How the Garcia Girls Lost Their Accents,Julia Alvarez,1991
2669,Joy in the Morning,P. G. Wodehouse,1946
2670,Samuel Pepys: The Unequalled Self,Claire Tomalin,2002
2671,Pure,Andrew Miller,2011
2672,Seven Gothic Tales,Karen Blixen,1934
2673,Advertisements for Myself,Norman Mailer,1959
2674,Time's Arrow,Martin Amis,1991
2675,Quarantine,Jim Crace,1997
2676,How Far Can You Go?,David Lodge,1980
2677,Swing Hammer Swing!,Jeff Torrington,1992
2678,Lolly Willowes,Sylvia Townsend Warner,1926
2679,Tragic Magic,Wesley Brown,1978
